id,brand,model,price_pkr,price_usd,ram_gb,storage_gb,processor,display,camera,battery,os,market_status,rating,num_reviews,popularity_score,release_year,rag_content
1032,Oppo,Oppo A57 Pro,225999,811.49,8,512,Snapdragon 778G,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,5000 mAh (non-removable) with 18W Fast Charging,"Android 13, ColorOS 13.1",Discontinued,3.7,1387,84.2,2023,"Mobile Model: Oppo A57 Pro
Brand: Oppo
Official Price: Rs. 225,999
Status: Discontinued
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Snapdragon 778G
Operating System: Android 13, ColorOS 13.1
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1033,Motorola,Motorola G04s Ultra,177000,635.55,8,128,Unisoc T606,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,7000 mAh (non-removable) with 33W Fast Charging,Android 12,Coming Soon,3.5,506,58.3,2025,"Mobile Model: Motorola G04s Ultra
Brand: Motorola
Official Price: Rs. 177,000
Status: Coming Soon
RAM & Storage: 8GB RAM / 128GB Internal Storage
Processor: Unisoc T606
Operating System: Android 12
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1034,Realme,Realme C53 Plus,53000,190.31,16,1024,Dimensity 7050,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe,"Android 13, Realme UI 4.0",Coming Soon,4.8,844,65.4,2026,"Mobile Model: Realme C53 Plus
Brand: Realme
Official Price: Rs. 53,000
Status: Coming Soon
RAM & Storage: 16GB RAM / 1TB Internal Storage
Processor: Dimensity 7050
Operating System: Android 13, Realme UI 4.0
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe
Source: WhatMobile Pakistan Realtime Catalog"
1035,Oppo,Oppo A18 Lite,156000,560.14,6,64,Snapdragon 778G,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,6000 mAh (non-removable) with 70W Fast Charging,"Android 14, ColorOS 14",Available,4.8,1074,74.9,2024,"Mobile Model: Oppo A18 Lite
Brand: Oppo
Official Price: Rs. 156,000
Status: Available
RAM & Storage: 6GB RAM / 64GB Internal Storage
Processor: Snapdragon 778G
Operating System: Android 14, ColorOS 14
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1036,Xiaomi,Xiaomi Xiaomi 13T Pro Play,26999,96.94,4,64,MediaTek Helio G99-Ultra,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 33W Fast Charging,"Android 12, MIUI 13",Available,4.6,604,89.4,2025,"Mobile Model: Xiaomi Xiaomi 13T Pro Play
Brand: Xiaomi
Official Price: Rs. 26,999
Status: Available
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: MediaTek Helio G99-Ultra
Operating System: Android 12, MIUI 13
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1037,Samsung,Samsung Galaxy Z Flip Max,244999,879.71,3,32,Exynos 2400,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 12, One UI 4.1",Available,3.9,198,86.6,2024,"Mobile Model: Samsung Galaxy Z Flip Max
Brand: Samsung
Official Price: Rs. 244,999
Status: Available
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Exynos 2400
Operating System: Android 12, One UI 4.1
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
1038,Samsung,Samsung Galaxy J Neo,394000,1414.72,3,32,Snapdragon 7s Gen 2,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 12, One UI 4.1",Available,3.5,765,82.0,2022,"Mobile Model: Samsung Galaxy J Neo
Brand: Samsung
Official Price: Rs. 394,000
Status: Available
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Snapdragon 7s Gen 2
Operating System: Android 12, One UI 4.1
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
1039,Realme,Realme 12 5G 2024,76999,276.48,6,128,Snapdragon 685,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5000 mAh (non-removable) with 33W Fast Charging,"Android 13, Realme UI 4.0",Available,4.4,104,57.7,2024,"Mobile Model: Realme 12 5G 2024
Brand: Realme
Official Price: Rs. 76,999
Status: Available
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Snapdragon 685
Operating System: Android 13, Realme UI 4.0
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1040,Motorola,Motorola Edge 50 Ultra Lite,73999,265.71,12,512,Snapdragon 7s Gen 2,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5400 mAh (non-removable) with 120W FlashCharge,Android 12,Available,4.1,97,77.1,2024,"Mobile Model: Motorola Edge 50 Ultra Lite
Brand: Motorola
Official Price: Rs. 73,999
Status: Available
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Snapdragon 7s Gen 2
Operating System: Android 12
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
1041,Oppo,Oppo Reno 11 Pro+,277000,994.61,4,64,Helio G35,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,5000 mAh (non-removable) with 67W Fast Charging,"Android 12, ColorOS 12",Available,3.6,1079,54.3,2024,"Mobile Model: Oppo Reno 11 Pro+
Brand: Oppo
Official Price: Rs. 277,000
Status: Available
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: Helio G35
Operating System: Android 12, ColorOS 12
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 5000 mAh (non-removable) with 67W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1042,Infinix,Infinix Hot 30 v4,57000,204.67,16,512,Dimensity 8050,"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,7000 mAh (non-removable) with 33W Fast Charging,"Android 14, XOS 14",Discontinued,4.1,148,68.7,2025,"Mobile Model: Infinix Hot 30 v4
Brand: Infinix
Official Price: Rs. 57,000
Status: Discontinued
RAM & Storage: 16GB RAM / 512GB Internal Storage
Processor: Dimensity 8050
Operating System: Android 14, XOS 14
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1043,Apple,Apple iPhone 15 Pro v3,476999,1712.74,3,32,Apple A14 Bionic,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5000 mAh (non-removable) with 18W Fast Charging,iOS 17.5,Available,3.5,432,70.5,2024,"Mobile Model: Apple iPhone 15 Pro v3
Brand: Apple
Official Price: Rs. 476,999
Status: Available
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Apple A14 Bionic
Operating System: iOS 17.5
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1044,Huawei,Huawei Nova 12 Ultra 2024,401999,1443.44,3,32,Kirin 8000,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,6000 mAh (non-removable) with 70W Fast Charging,EMUI 12,Coming Soon,4.8,85,52.0,2025,"Mobile Model: Huawei Nova 12 Ultra 2024
Brand: Huawei
Official Price: Rs. 401,999
Status: Coming Soon
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Kirin 8000
Operating System: EMUI 12
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1045,itel,itel A60s,14999,53.86,6,128,Unisoc T616,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5000 mAh (non-removable) with 45W Fast Charging,"Android 13, itel OS 13",Available,3.8,1191,63.6,2025,"Mobile Model: itel A60s
Brand: itel
Official Price: Rs. 14,999
Status: Available
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Unisoc T616
Operating System: Android 13, itel OS 13
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1046,Vivo,Vivo iQOO 12 Lite,50999,183.12,8,128,Snapdragon 7 Gen 3,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,6000 mAh (non-removable) with 70W Fast Charging,"Android 13, Funtouch 13",Discontinued,4.4,1290,97.3,2024,"Mobile Model: Vivo iQOO 12 Lite
Brand: Vivo
Official Price: Rs. 50,999
Status: Discontinued
RAM & Storage: 8GB RAM / 128GB Internal Storage
Processor: Snapdragon 7 Gen 3
Operating System: Android 13, Funtouch 13
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1047,Honor,Honor 90 Lite Play,236000,847.4,4,128,Snapdragon 680,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,7000 mAh (non-removable) with 33W Fast Charging,"Android 14, MagicOS 8.0",Discontinued,3.9,182,97.2,2024,"Mobile Model: Honor 90 Lite Play
Brand: Honor
Official Price: Rs. 236,000
Status: Discontinued
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Snapdragon 680
Operating System: Android 14, MagicOS 8.0
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1048,Huawei,Huawei Mate 60 Pro+ Max,178999,642.73,12,256,Kirin 8000,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,7000 mAh (non-removable) with 33W Fast Charging,EMUI 12,Upcoming,4.2,181,67.4,2023,"Mobile Model: Huawei Mate 60 Pro+ Max
Brand: Huawei
Official Price: Rs. 178,999
Status: Upcoming
RAM & Storage: 12GB RAM / 256GB Internal Storage
Processor: Kirin 8000
Operating System: EMUI 12
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1049,Tecno,Tecno Pova 5 Pro Neo,195999,703.77,6,64,Dimensity 7020,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe,"Android 14, HIOS 14",Coming Soon,4.2,883,52.1,2026,"Mobile Model: Tecno Pova 5 Pro Neo
Brand: Tecno
Official Price: Rs. 195,999
Status: Coming Soon
RAM & Storage: 6GB RAM / 64GB Internal Storage
Processor: Dimensity 7020
Operating System: Android 14, HIOS 14
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe
Source: WhatMobile Pakistan Realtime Catalog"
1050,Honor,Honor 200 Pro SE,348999,1253.14,6,128,Snapdragon 778G+,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 14, MagicOS 8.0",Available,3.7,333,58.9,2024,"Mobile Model: Honor 200 Pro SE
Brand: Honor
Official Price: Rs. 348,999
Status: Available
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Snapdragon 778G+
Operating System: Android 14, MagicOS 8.0
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
1051,Infinix,Infinix Note 40 Prime,68999,247.75,4,64,Helio G88,"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 12, XOS 10.6",Available,4.9,467,69.4,2021,"Mobile Model: Infinix Note 40 Prime
Brand: Infinix
Official Price: Rs. 68,999
Status: Available
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: Helio G88
Operating System: Android 12, XOS 10.6
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
1052,OnePlus,OnePlus Nord N20 SE Pro,311999,1120.28,8,512,Snapdragon 7+ Gen 3,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,7000 mAh (non-removable) with 33W Fast Charging,Android 12,Available,4.6,955,96.9,2023,"Mobile Model: OnePlus Nord N20 SE Pro
Brand: OnePlus
Official Price: Rs. 311,999
Status: Available
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Snapdragon 7+ Gen 3
Operating System: Android 12
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1053,Realme,Realme C67 2023,57000,204.67,8,512,Unisoc T612,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 13, Realme UI 4.0",Upcoming,4.8,801,57.0,2024,"Mobile Model: Realme C67 2023
Brand: Realme
Official Price: Rs. 57,000
Status: Upcoming
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Unisoc T612
Operating System: Android 13, Realme UI 4.0
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
1054,Realme,Realme Narzo 70 Pro Neo,93999,337.52,16,512,Snapdragon 7+ Gen 3,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe,"Android 13, Realme UI 4.0",Coming Soon,4.7,624,87.8,2021,"Mobile Model: Realme Narzo 70 Pro Neo
Brand: Realme
Official Price: Rs. 93,999
Status: Coming Soon
RAM & Storage: 16GB RAM / 512GB Internal Storage
Processor: Snapdragon 7+ Gen 3
Operating System: Android 13, Realme UI 4.0
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe
Source: WhatMobile Pakistan Realtime Catalog"
1055,Infinix,Infinix Hot 30 Pro,27999,100.54,12,256,Dimensity 8200 Ultimate,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,6000 mAh (non-removable) with 70W Fast Charging,"Android 13, XOS 13",Available,4.3,1190,55.4,2021,"Mobile Model: Infinix Hot 30 Pro
Brand: Infinix
Official Price: Rs. 27,999
Status: Available
RAM & Storage: 12GB RAM / 256GB Internal Storage
Processor: Dimensity 8200 Ultimate
Operating System: Android 13, XOS 13
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1056,Xiaomi,Xiaomi POCO X6 Play,184999,664.27,6,64,Helio G85,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5000 mAh (non-removable) with 45W Fast Charging,"Android 12, MIUI 13",Available,4.8,900,98.6,2024,"Mobile Model: Xiaomi POCO X6 Play
Brand: Xiaomi
Official Price: Rs. 184,999
Status: Available
RAM & Storage: 6GB RAM / 64GB Internal Storage
Processor: Helio G85
Operating System: Android 12, MIUI 13
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1057,Oppo,Oppo Reno 10 Pro Lite,222999,800.71,12,512,Snapdragon 778G,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 14, ColorOS 14",Available,3.5,360,68.9,2023,"Mobile Model: Oppo Reno 10 Pro Lite
Brand: Oppo
Official Price: Rs. 222,999
Status: Available
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Snapdragon 778G
Operating System: Android 14, ColorOS 14
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
1058,Xiaomi,Xiaomi Xiaomi 14 SE,369999,1328.54,4,64,Dimensity 8300-Ultra,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 45W Fast Charging,"Android 12, MIUI 13",Available,3.7,1208,88.4,2024,"Mobile Model: Xiaomi Xiaomi 14 SE
Brand: Xiaomi
Official Price: Rs. 369,999
Status: Available
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: Dimensity 8300-Ultra
Operating System: Android 12, MIUI 13
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1059,Infinix,Infinix Hot 40i 2021,91999,330.34,12,512,Dimensity 8200 Ultimate,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5000 mAh (non-removable) with 45W Fast Charging,"Android 12, XOS 10.6",Available,3.5,21,67.0,2023,"Mobile Model: Infinix Hot 40i 2021
Brand: Infinix
Official Price: Rs. 91,999
Status: Available
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Dimensity 8200 Ultimate
Operating System: Android 12, XOS 10.6
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
1060,Vivo,Vivo iQOO Neo 9 Pro 2022,191999,689.4,16,512,Snapdragon 680,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,5000 mAh (non-removable) with 18W Fast Charging,"Android 13, Funtouch 13",Available,3.9,751,81.1,2022,"Mobile Model: Vivo iQOO Neo 9 Pro 2022
Brand: Vivo
Official Price: Rs. 191,999
Status: Available
RAM & Storage: 16GB RAM / 512GB Internal Storage
Processor: Snapdragon 680
Operating System: Android 13, Funtouch 13
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
